연도,시도,행정구,교육청,도서관명,주소,전화번호,설립일,대지,연면적(㎡),건물동수,시청각실,장서수,열람석,연간이용자수,연간이용책수,,연간순회문고이용책수,이동도서관 현황,,,자료수,,,,도서현황,,,,,,,,,,,,,,예산액(단위:원)
2017,강원,강릉시,강원,강릉교육문화관,강원도 강릉시 노암등길 37-1 (노암동),033-640-9911,19901228,"8,678","4,944",3,1,"185,921",305,"442,809","467,610","118,673","7,770",0,0,0,"178,043","7,878",83,"8,007","173,441",227,"4,375","5,789","8,246","4,378","27,231","10,468","11,904","7,911","6,596","79,745","15,775",0,"908,039,000"
2017,강원,원주시,강원,원주교육문화관,강원도 원주시 북원로 2312 (단계동.원주평생교육정보관),033-737-1001,19850312,"22,613","11,091",2,1,"225,048",807,"985,980","734,025","274,020",0,0,0,0,"220,010","5,038",211,"2,188","216,140","1,642","2,228","8,646","11,544","6,973","37,693","13,706","16,610","11,276","8,072","85,217","20,273",0,"892,544,000"
2017,강원,춘천시,강원,춘천교육문화관,강원도 춘천시 중앙로107번길 14 . 춘천교육문화관 (중앙로3가),033-258-2500,19850624,"8,757","11,449",4,1,"179,138",395,"502,162","446,383","117,675",0,0,0,0,"170,126","9,012",129,"7,795","166,714","1,180","2,232","7,525","8,555","6,135","30,842","9,477","13,000","6,842","5,580","65,036","17,134",0,"777,997,000"
2017,강원,양구군,강원,양구교육도서관,강원도 양구군 양구읍 우정로119번길 30 . 양구교육도서관 (양구읍),033-482-0284,19910326,"2,908","2,086",2,1,"96,590",236,"143,682","361,979","55,849","24,462",0,0,0,"91,312","5,278",30,"6,218","91,312",0,0,"2,300","3,972","2,617","12,057","5,630","6,100","3,905","3,207","42,799","8,725",0,"311,160,000"
2017,강원,횡성군,강원,횡성교육도서관,강원도 횡성군 횡성읍 교항로 32 . 횡성교육도서관 (횡성읍),033-344-6591,19891101,0,"1,067",1,1,"92,870",185,"58,424","89,538","22,514","1,046",0,0,0,"89,394","3,476",29,"4,463","89,394",0,0,"2,594","4,510","2,690","13,105","6,194","5,902","3,915","3,104","40,215","7,165",0,"187,543,000"
2017,강원,화천군,강원,화천교육도서관,강원도 화천군 화천읍 상승로3길 22 . 화천교육도서관 (화천읍),033-441-6343,19901228,437,"1,635",1,1,"73,579",390,"48,403","58,616","27,947","1,331",0,0,0,"70,013","3,566",17,"4,071","70,013",0,0,"2,172","2,755","1,912","9,941","4,062","4,325","3,117","2,370","33,642","5,717",0,"182,762,000"
2017,강원,홍천군,강원,홍천교육도서관,강원도 홍천군 홍천읍 꽃뫼로 93 . 홍천교육도서관 (홍천읍),033-434-3236,19700924,"1,440","1,809",1,1,"111,171",114,"99,219","112,938","42,003","3,116",0,0,0,"107,403","3,768",32,"7,600","107,403",0,0,"4,416","5,018","2,513","14,941","8,098","6,676","4,635","4,651","47,433","9,022",0,"196,258,000"
2017,강원,평창군,강원,평창교육도서관,강원도 평창군 평창읍 평창중앙로 83-17 (평창읍),033-332-2615,19741026,"1,289",912,1,1,"83,230",78,"60,648","77,889","26,229",41,0,0,0,"79,138","4,092",25,"3,816","79,138",0,0,"2,283","3,385","2,075","11,723","5,889","5,054","3,594","3,405","35,111","6,619",0,"159,148,000"
2017,강원,태백시,강원,태백교육도서관,강원도 태백시 태백로 1126 . 태백교육도서관 (황지동),033-553-1237,19911226,"2,568","1,068",1,1,"94,015",128,"133,411","122,405","62,451",947,0,0,0,"92,047","1,968",34,0,"92,047",0,0,"3,215","4,060","1,599","13,433","6,627","6,370","4,128","4,569","40,363","7,683",0,"172,254,000"
2017,강원,춘천시,강원,춘성교육도서관,강원도 춘천시 신북읍 신샘밭로 359-32 춘성교육도서관 (신북읍),033-242-6636,19911102,"1,300",829,1,1,"64,009",91,"58,751","69,707","28,314",0,0,0,0,"60,442","3,567",19,"3,360","60,442",0,0,"1,760","2,798","1,432","8,958","3,685","3,512","2,306","1,862","29,434","4,695",0,"165,454,000"
2017,강원,철원군,강원,철원교육도서관,강원도 철원군 철원읍 금학로 273 . 철원교육도서관 (철원읍),033-455-0532,19880112,"4,320",945,2,1,"80,906",148,"72,723","71,745","29,504",223,0,0,0,"77,122","3,784",33,0,"75,815",512,795,"2,852","3,840","2,216","11,987","5,543","4,737","3,469","2,372","34,257","5,849",0,"154,935,000"
2017,강원,정선군,강원,정선교육도서관,강원도 정선군 정선읍 봉양4길 9 . 정선교육도서관 (정선읍),033-563-5330,19890711,"1,260","1,373",1,1,"97,233",319,"108,765","70,553","29,264",351,0,0,0,"93,741","3,492",501,"5,107","93,624",0,117,"2,831","4,075","1,802","12,529","6,224","5,412","4,192","2,803","46,442","7,431",0,"161,644,000"
2017,강원,인제군,강원,인제교육도서관,강원도 인제군 인제읍 인제로193번길 15-1 . 인제교육도서관 (인제읍),033-460-1077,19890323,496,"3,689",1,1,"90,315",138,"94,227","94,081","58,641","20,079",0,0,0,"85,896","4,419",24,"2,936","85,896",0,0,"2,462","4,138","1,963","13,191","5,771","5,512","3,695","3,794","38,113","7,257",0,"171,338,000"
2017,강원,양양군,강원,양양교육도서관,강원도 양양군 양양읍 남문로 50 양양교육도서관 (양양읍),033-672-2679,19890629,"4,598","1,264",1,1,"83,276",62,"57,086","109,734","34,552","1,270",0,0,0,"79,761","3,515",233,"4,460","79,761",0,0,"2,443","3,549","1,740","11,920","4,860","6,838","3,964","3,113","34,443","6,891",0,"169,334,000"
2017,강원,영월군,강원,영월교육도서관,강원도 영월군 영월읍 영월로 1914-7 . 영월교육도서관 (영월읍),033-373-9315,19740701,"1,600","1,454",1,0,"94,585",96,"46,007","68,293","46,750","1,667",0,0,0,"91,213","3,372",31,"5,125","91,213",0,0,"3,378","4,172","2,172","13,240","6,284","5,691","3,773","4,246","42,873","5,384",0,"166,245,000"
2017,충북,증평군,괴산·증평,증평도서관,충청북도 증평군 증평읍 광장로 154 . 증평도서관 (증평읍),043-836-9477,19950412,"2,834","1,563",1,1,"72,320",298,"147,948","117,615","33,165","2,047",0,0,0,"70,221","2,099",85,"1,410","70,221",0,0,"2,588","3,236","1,813","9,038","4,966","5,149","3,292","3,282","30,699","6,158",0,"98,841,000"
2017,충북,괴산군,괴산·증평,괴산도서관,충청북도 괴산군 괴산읍 읍내로12길 38 (괴산읍),043-833-0319,19711120,"3,123","1,874",1,1,"75,137",344,"81,199","55,392","21,997",228,0,0,0,"72,785","2,352",76,"3,962","72,420",0,365,"2,163","2,560","1,609","7,345","4,752","4,990","3,696","2,612","36,845","6,213",0,"94,636,000"
2017,충북,진천군,진천,진천도서관,충청북도 진천군 진천읍 상산1길 11 (진천읍),043-534-4516,19880801,"1,320","1,092",1,0,"79,960",283,"70,299","52,265","20,907",34,0,0,0,"77,220","2,740",37,"3,704","76,680",0,540,"3,076","3,655","1,504","9,684","5,870","4,463","3,530","2,876","35,693","6,869",0,"84,707,000"
2017,충북,영동군,영동,영동도서관,충청북도 영동군 영동읍 학산영동로 1220 . 영동도서관,043-744-5754,19720201,"5,102","1,650",1,0,"76,266",207,"82,809","46,709","28,545","2,016",0,0,0,"74,122","2,144",64,"3,887","74,122",0,0,"2,616","3,680","1,900","11,541","4,548","4,823","3,278","2,094","33,299","6,343",0,"81,432,000"
2017,충북,단양군,단양,단양도서관,충청북도 단양군 단양읍 상진12길 18 . 단양도서관 (단양읍),043-423-1095,19870818,680,739,1,1,"72,813",187,"53,346","29,320","46,184","1,540",0,0,0,"70,092","2,721",16,"2,915","70,092",0,0,"2,370","3,412","1,891","9,027","4,166","4,202","3,225","2,026","34,105","5,668",0,"138,496,000"
2017,충북,보은군,보은,보은도서관,충청북도 보은군 보은읍 삼산로 56-10 . 29847 (보은읍),043-542-5473,19731228,"2,502","1,776",1,1,"76,709",276,"99,027","60,473","24,343","1,884",0,0,0,"73,509","3,200",63,"3,129","73,509",0,0,"2,711","3,359","2,426","10,192","5,004","5,061","4,069","2,780","31,393","6,513",1,"107,867,000"
2017,충북,청주시,충북,충청북도중앙도서관,충청북도 청주시 서원구 충렬로 19 (사직동)38-6,043-276-8306,19891113,"15,181","9,301",2,1,"533,827","1,280","720,481","641,121","306,217","2,355",0,0,0,"466,105","67,722",438,"29,356","450,980","4,413","10,712","18,177","24,388","15,858","79,082","33,939","33,079","23,215","18,861","173,629","45,877",0,"1,642,041,000"
2017,충북,음성군,음성,금왕도서관,충청북도 음성군 금왕읍 응천서길27번길 33 금왕도서관 (금왕읍),043-877-8761,19940909,"3,294","1,555",1,1,"69,134",80,"72,839","29,879","114,246",0,0,0,0,"66,788","2,346",18,"3,003","66,784",0,4,"3,253","3,432","1,895","9,066","4,671","4,407","3,317","2,628","28,482","5,637",0,"113,074,000"
2017,충북,음성군,음성,음성도서관,충청북도 음성군 음성읍 시장로126번길 29 (음성읍),043-873-2977,19880420,"1,540","1,325",1,1,"77,751",225,"90,214","40,535","31,172",580,0,0,0,"74,867","2,884",50,"6,208","74,847",0,20,"2,883","3,736","1,834","9,873","5,947","4,490","6,262","2,712","30,912","6,218",0,"385,984,000"
2017,충북,옥천군,옥천,옥천도서관,충북 옥천군 옥천읍 관성로 3길 7 . 옥천도서관 (옥천읍),043-731-7051,19871208,"2,095","1,835",2,1,"77,281",391,"101,663","50,126","10,235",0,0,0,0,"74,181","3,100",104,"4,300","72,936",623,622,"2,949","3,770","2,326","9,726","5,221","4,802","6,005","3,091","30,105","6,186",0,"80,269,000"
2017,충남,보령시,보령,보령도서관,충청남도 보령시 보령남로 27 (명천동),041-934-0929,19731109,"2,341","5,498",1,3,"104,067",300,"199,853","84,143","73,586","12,285",0,0,0,"100,948","3,119",29,"4,706","100,428",0,520,"3,245","5,018","2,538","14,577","6,376","6,574","4,665","3,522","45,456","8,977",0,"193,700,000"
2017,충남,보령시,보령,보령웅천도서관,충청남도 보령시 웅천읍 방축길 90-39 (웅천읍),041-934-1789,19930408,"3,096","1,013",1,0,"72,965",36,"29,038","37,231","27,682",338,0,0,0,"67,728","5,237",29,"3,493","67,728",0,0,"1,986","3,770","2,183","10,662","4,338","4,590","3,621","2,489","28,316","5,773",0,"224,860,000"
2017,충남,아산시,아산,아산도서관,충청남도 아산시 문화로 53 (실옥동),041-541-1020,19901022,"2,170","1,918",1,0,"108,419",150,"195,948","114,217","89,629","1,589",0,0,0,"104,546","3,873",123,0,"103,941",0,605,"3,125","5,171","2,821","15,654","7,456","5,278","4,956","4,448","46,659","8,978",0,"221,778,000"
2017,충남,서산시,서산,서산해미도서관,충청남도 서산시 해미면 서문4길 12 . 서산해미도서관 (해미면),041-688-0351,19921117,"2,450","1,174",1,1,"69,949",200,"120,230","69,725","37,221",36,0,0,0,"67,891","2,058",203,"1,426","67,891",0,0,"2,718","2,876","1,966","9,918","5,855","4,441","3,115","3,010","29,391","4,601",0,"198,700,000"
2017,충남,금산군,금산,금산도서관,충청남도 금산군 금산읍 금산천길 28 . 금산도서관 (금산읍),041-753-4710,19891213,"1,718","1,169",1,2,"94,956",316,"102,800","82,680","37,914",137,0,0,0,"91,398","3,558",80,"4,983","90,776",298,324,"2,899","4,305","2,330","13,595","6,759","5,896","4,175","3,432","40,564","7,443",0,"183,160,000"
2017,충남,부여군,부여,부여도서관,충청남도 부여군 부여읍 성왕로 259 (부여읍),041-835-2509,19711015,"4,073",986,2,0,"110,229",339,"125,654","83,504","85,363",0,0,0,0,"107,500","2,729",26,"3,223",0,"107,500",0,"5,023","4,882","2,963","16,043","6,613","5,694","7,224","3,916","40,615","14,527",0,"179,700,000"
2017,충남,서천군,서천,서천도서관,충청남도 서천군 서천읍 서천로14번길 10 (서천읍.서천도서관),041-953-1518,19870930,"2,050",866,1,1,"83,353",36,"153,021","48,231","41,191",400,0,0,0,"81,611","1,742",80,"4,174","81,092",0,519,"3,258","3,863","2,142","10,662","5,096","4,780","5,391","2,753","36,024","7,642",0,"177,700,000"
2017,충남,청양군,청양,청양도서관,충청남도 청양군 청양읍 칠갑산로1길 15 (청양읍),041-943-4147,19741015,"2,408","1,601",1,0,"92,568",453,"125,164","90,101","66,181",0,0,"125,164","156,282","91,353","1,215",33,"6,517","91,148",0,205,"3,372","4,491","2,679","13,323","6,899","6,277","4,362","2,905","38,802","8,243",0,"217,700,000"
2017,충남,홍성군,홍성,홍성도서관,충청남도 홍성군 홍성읍 충절로 1050 (홍성읍),041-632-2860,19740210,"4,173","2,596",1,1,"89,940",569,"240,648","153,347","90,841","2,705",0,0,0,"86,996","2,944",31,"3,298","86,133",0,863,"3,013","4,247","2,063","12,397","6,314","5,722","3,896","2,384","39,251","7,709",0,"279,442,000"
2017,충남,예산군,예산,예산도서관,충청남도 예산군 예산읍 예중길 42 . 예산도서관 (예산읍),041-335-2638,19961226,"33,336","1,309",1,1,"99,242",300,"137,860","74,071","40,651","1,152",0,0,0,"95,662","3,580",81,"4,921","95,662",0,0,"3,560","4,871","2,369","14,023","5,785","5,067","3,917","3,679","44,629","7,762",0,"205,700,000"
2017,충남,태안군,태안,태안도서관,충청남도 태안군 태안읍 원이로 20 . 태안도서관 (태안읍),041-674-1369,19920715,"3,992","1,681",1,1,"113,181",330,"158,325","37,804","55,009",0,0,0,0,"109,965","3,216",50,"1,454","107,525",0,"2,440","4,100","5,477","3,235","17,560","7,879","6,875","4,985","4,089","46,584","9,181",0,"196,040,000"
2017,충남,당진시,당진,당진도서관,충청남도 당진시 서부로 266 (채운동),041-352-5918,19741014,"3,145","2,067",1,1,"93,850",158,"101,920","101,795","50,887",243,0,0,0,"89,964","3,886",125,0,"88,755",40,"1,169","2,722","3,679","1,449","12,175","6,054","5,172","3,644","2,177","45,507","7,385",0,"213,544,000"
2017,충남,천안시,천안,천안성환도서관,충청남도 천안시 서북구 성환읍 신선동길 25 . 천안성환도서관 (성환읍),041-581-9962,19930910,"4,147","2,391",1,0,"105,165",302,"143,706","146,498","57,626","6,694",0,0,0,"103,211","1,954",62,"8,612","101,777",0,"1,434","3,739","4,977","2,875","16,303","7,129","6,828","4,771","3,239","45,095","8,255",0,"203,620,000"
2017,충남,공주시,공주,공주도서관,충청남도 공주시 영명학당2길 24-5 (중동),041-855-7121,19851216,"1,618","1,069",1,0,"103,699",52,"82,255","163,887","76,758",0,0,0,0,"103,699",0,51,0,"103,699",0,0,"4,046","5,534","2,794","15,937","7,875","6,997","4,868","3,036","43,001","9,611",0,"201,700,000"
2017,충남,공주시,공주,공주유구도서관,충청남도 공주시 유구읍 중앙1길 49-17 (유구읍),041-841-1196,19910325,"1,329",965,1,0,"77,126",184,"50,662","53,912","33,695",2,0,0,0,"76,760",366,31,"5,641","76,052",0,708,"2,788","4,017","2,228","11,876","5,664","5,527","3,599","2,632","31,787","6,642",0,"198,220,000"
2017,전북,완주군,완주,완주공공도서관,전라북도 완주군 봉동읍 봉동동서로 109 . 완주공공도서관 (봉동읍),063-262-2239,19881025,"1,520",720,1,0,"62,274",126,"43,278","23,157","13,880",0,0,0,0,"61,104","1,170",10,"3,326","61,104",0,0,"1,820","3,181","1,127","7,256","3,659","3,490","1,983","1,317","31,234","6,037",0,"132,842,000"
2017,전북,진안군,진안,진안공공도서관,전라북도 진안군 진안읍 대광길 4 . 진안공공도서관 (진안읍),063-433-2422,19900601,"2,471","1,340",1,1,"78,966",209,"39,114","33,000","25,041",0,0,0,0,"67,964","11,002",17,"1,522","65,109","2,855",0,"2,180","2,925","1,240","8,390","5,448","3,727","2,751","2,737","33,206","5,360",0,"132,312,000"
2017,전북,무주군,무주,무주공공도서관,전라북도 무주군 무주읍 향한로 37 (무주읍),063-322-4635,19870203,"1,600",778,1,0,"63,599",135,"25,344","25,273","14,260",0,0,0,0,"61,630","1,969",11,"3,518","61,630",0,0,"2,087","2,643","1,302","6,525","5,655","2,715","2,117","1,712","30,084","6,790",0,"130,054,000"
2017,전북,고창군,고창,고창공공도서관,전라북도 고창군 고창읍 천변북로 109 . 고창공공도서관 (고창읍),063-563-2720,19870821,668,757,1,1,"70,355",127,"32,175","14,925","13,551",0,0,0,0,"62,163","8,192",13,"2,111","62,163",0,0,"1,993","2,626","1,118","7,794","4,708","2,948","2,399","2,152","31,148","5,277",0,"121,882,000"
2017,전북,임실군,임실,임실공공도서관,전라북도 임실군 임실읍 봉황로 145 (임실읍),063-643-3525,19790720,734,624,1,0,"58,239",151,"22,848","22,848","17,393",0,0,0,0,"53,426","4,813",6,"3,180","53,426",0,0,"2,102","2,170","1,071","6,511","3,265","3,081","2,718","1,525","26,471","4,512",0,"134,842,000"
2017,전북,순창군,순창,순창공공도서관,전라북도 순창군 순창읍 장류로 379 (순창읍),063-652-0994,19870826,"1,310","1,542",1,1,"69,495",293,"50,259","47,427","31,426",0,0,0,0,"66,178","3,317",8,"1,175","66,178",0,0,"1,522","3,032","1,397","8,312","4,652","3,594","2,576","1,760","34,381","4,952",0,"164,988,000"
2017,전북,장수군,장수,장수공공도서관,전라북도 장수군 장수읍 호비로 58 . 장수공공도서관 (장수읍),063-351-5488,19721129,"3,098","1,065",1,1,"67,988",166,"40,029","20,301","11,681",0,0,0,0,"65,859","2,129",13,"2,949","65,859",0,0,"3,594","2,834","1,382","9,352","4,514","3,617","3,375","2,253","29,628","5,310",0,"150,947,000"
2017,전남,함평군,함평,함평공공도서관,전라남도 함평군 함평읍 신기산길 46-12 . 함평공공도서관 (함평읍),061-322-0515,19880711,"1,630",820,1,0,"71,172",200,"99,817","89,168","35,676","3,020",0,0,0,"62,410","8,762",0,"1,614","62,410",0,0,"1,666","3,110","1,036","7,952","4,529","3,231","2,881","2,291","31,144","4,570",0,"210,460,000"
2017,전남,영광군,영광,영광공공도서관,전라남도 영광군 영광읍 천년로13길 2-16 . 영광공공도서관 (영광읍),061-353-2690,20130125,"3,073","2,590",1,1,"86,211",518,"181,316","139,169","70,492","3,398",0,0,0,"75,714","10,497",65,"9,648","73,273","1,163","1,278","2,865","3,431","1,701","10,562","4,975","5,055","3,408","3,546","33,732","6,439",0,"295,528,000"
2017,전남,진도군,진도,진도공공도서관,전라남도 진도군 진도읍 군강공원길 10-1 . 진도공공도서관 (진도읍),061-544-2937,19720401,"2,520",937,1,0,"77,964",250,"75,628","58,453","21,145",600,0,0,0,"72,714","5,250",32,"4,088","69,857",512,"2,345","2,360","3,270","1,499","10,290","4,867","4,122","2,846","4,037","33,879","5,544",0,"195,816,000"
2017,전남,목포시,전남,목포공공도서관,전라남도 목포시 원산주택로3번길 6 . 목포공공도서관 (산정동.공공도서관),061-270-3800,19820312,"4,859","6,340",8,1,"373,563",754,"1,392,766","815,213","220,969","9,069",1,"82,504","121,279","323,815","49,748",122,"6,037","313,837","3,776","6,202","11,682","16,702","13,087","52,561","22,103","21,981","21,583","19,530","119,432","25,154",0,"1,681,281,000"
2017,전남,나주시,전남,나주공공도서관,전라남도 나주시 남고문로 51 . 나주공공도서관 (금성동),061-330-6717,19730301,"6,678","6,310",2,0,"332,038","1,300","658,893","397,541","165,413","10,446",1,"8,962","13,139","310,492","21,546",148,"17,021","296,600","12,654","1,238","9,606","18,961","12,336","45,777","19,233","22,156","16,231","14,351","122,077","29,764",0,"1,586,469,000"
2017,전남,담양군,전남,담양공공도서관,전라남도 담양군 담양읍 미리산길 31-48 . 담양공공도서관 (담양읍),061-383-7435,19900101,"4,795","2,794",1,1,"94,686",550,"141,917","111,234","46,740","2,845",0,0,0,"86,589","8,097",22,"5,602","85,390",382,817,"3,090","4,383","2,371","11,352","5,068","5,343","3,836","2,694","40,610","7,842",0,"332,417,000"
2017,전남,장성군,전남,장성공공도서관,전라남도 장성군 장성읍 청운7길 22 . 장성공공도서관 (장성읍),061-399-1611,19701220,"6,786","3,585",3,1,"96,935","1,000","283,525","162,110","82,226","12,633",0,0,0,"86,319","10,616",73,"1,074","85,225",0,"1,094","2,342","4,622","2,525","13,153","5,818","6,455","4,024","3,073","36,792","7,515",0,"762,939,000"
2017,전남,나주시,나주,남평공공도서관,전라남도 나주시 남평읍 남평3로 14-13 . 남평공공도서관 (남평읍),061-337-9436,19911220,"1,234",806,2,1,"88,148",300,"74,345","68,887","32,360","7,340",0,0,0,"77,153","10,995",181,958,"76,612",364,177,"2,324","3,955","2,264","11,660","5,129","5,185","4,836","3,146","32,290","6,364",0,"207,538,000"
2017,전남,광양시,광양,광양공공도서관,전라남도 광양시 중마로 262 (중동),061-797-5300,19921215,"4,981","4,134",1,1,"98,848",700,"311,643","221,018","140,844","4,500",0,0,0,"87,132","11,716",60,931,"84,134","1,546","1,452","3,309","5,195","3,211","12,515","7,011","7,277","5,058","4,107","31,620","7,829",0,"324,436,000"
2017,전남,곡성군,곡성,곡성교육문화회관,전라남도 곡성군 곡성읍 읍내7길 29 . 곡성교육문화회관 (곡성읍),061-362-0671,19861218,"4,482","3,789",2,1,"89,349",318,"157,153","62,197","32,521",521,0,0,0,"72,803","16,546",32,"2,410","71,916",0,887,"2,137","3,227","2,240","9,716","5,356","4,897","4,226","3,173","31,248","6,583",0,"253,377,000"
2017,전남,구례군,구례,구례공공도서관,전라남도 구례군 구례읍 학교길 119-6 . 구례공공도서관 (구례읍),061-782-2366,19730809,"1,147",981,1,1,"67,100",200,"84,747","66,869","36,152","2,829",0,0,0,"61,644","5,456",24,912,"61,644",0,0,"1,538","3,178","1,398","7,958","3,717","4,134","2,903","2,640","28,808","5,370",0,"194,724,000"
2017,전남,보성군,보성,벌교공공도서관,전라남도 보성군 벌교읍 월곡길 13 . 벌교공공도서관 (벌교읍),061-858-0501,19900719,"1,029","1,554",1,1,"68,048",303,"119,372","99,008","25,572",435,0,0,0,"64,200","3,848",24,"4,869","62,557","1,643",0,"1,837","3,516","1,799","9,268","4,039","4,778","3,098","3,340","26,919","5,606",0,"248,181,000"
2017,전남,보성군,보성,보성공공도서관,전라남도 보성군 보성읍 현충로 57-76 . 보성공공도서관 (보성읍),061-852-3891,19850914,"1,376",727,1,1,"72,709",204,"132,120","65,607","32,598","3,690",0,0,0,"63,048","9,661",19,"4,249","62,357",72,619,"2,408","2,819","1,911","7,749","3,684","3,959","4,551","4,297","26,613","5,057",0,"256,779,000"
2017,전남,화순군,화순,화순공공도서관,전라남도 화순군 화순읍 도서관길 15 . 화순공공도서관 (화순읍),061-372-0531,19730415,"4,152","1,755",1,1,"103,345",600,"260,609","149,669","67,023","5,209",1,"14,525","23,019","92,127","11,218",22,"6,334","90,733",0,"1,394","2,872","4,419","1,969","16,235","5,882","6,867","3,866","2,836","38,782","8,399",0,"381,626,000"
2017,전남,장흥군,장흥,장흥공공도서관,전라남도 장흥군 장흥읍 중앙로2길 33 . 장흥공공도서관 (장흥읍),061-863-3555,19911206,"1,730","1,054",1,0,"76,509",275,"94,982","94,332","35,562","2,170",0,0,0,"68,906","7,603",70,"4,593","67,971",331,604,"2,264","3,219","1,667","8,560","4,453","3,949","2,904","2,676","33,177","6,037",0,"199,618,000"
2017,전남,해남군,해남,해남공공도서관,전라남도 해남군 해남읍 서림길 20 . 해남공공도서관 (해남읍),061-536-2483,19840427,"1,845",936,1,1,"93,161",235,"136,837","194,380","96,325","1,487",0,0,0,"86,796","6,365",36,987,"84,751","1,227",818,"2,564","3,798","1,576","11,829","5,335","4,910","6,342","2,762","40,224","7,404",52,"219,972,000"
2017,전남,영암군,영암,영암공공도서관,전라남도 영암군 영암읍 서남역로 27-11 . 영암공공도서관 (영암읍),061-473-0692,19870226,"3,795",800,1,0,"69,720",312,"41,525","85,950","35,948","5,622",0,0,0,"63,208","6,512",9,"4,195","63,208",0,0,"2,083","2,799","1,410","8,476","5,130","3,885","2,949","2,258","28,978","5,240",0,"216,712,000"
2017,전남,무안군,무안,무안공공도서관,전라남도 무안군 무안읍 교촌길 42 . 무안공공도서관 (무안읍),061-452-8300,19900425,"1,613","1,011",1,0,"79,869",288,"102,761","67,604","57,258",878,0,0,0,"73,583","6,286",22,"5,144","72,880",0,703,"1,575","3,585","2,145","11,457","4,611","5,002","3,422","2,833","33,244","5,709",0,"209,460,000"
2017,경북,청송군,청송,경상북도립청송공공도서관,경상북도 청송군 청송읍 군청로 25 (청송읍),054-872-4905,19900118,"6,795","1,388",1,1,"99,588",350,"35,616","36,682","17,658",598,0,"1,247",890,"94,425","5,163",89,"2,636","94,425",0,0,"2,820","2,129","2,087","8,061","11,271","6,164","3,946","2,366","47,875","7,706",0,"194,335,000"
2017,경북,울릉군,울릉,경상북도립울릉공공도서관,경상북도 울릉군 울릉읍 봉래길 128-10 . 경상북도립울릉공공도서관 (울릉읍),054-791-2294,19740410,731,646,1,1,"82,005",150,"23,608","41,854","22,891",0,0,0,0,"78,201","3,804",58,"3,152","78,201",0,0,"2,584","3,631","1,460","9,961","5,244","5,608","3,724","2,943","35,453","7,593",0,"151,388,000"
2017,경북,안동시,경북,경상북도립안동도서관,경상북도 안동시 안기천로 48 (당북동),054-840-8415,19910802,"4,830","4,327",1,1,"234,034","1,276","666,152","401,736","264,416","8,060",1,"2,534","6,191","223,206","10,828",228,0,"220,119",597,"2,490","7,892","11,754","6,038","34,357","14,539","14,184","9,780","8,271","97,282","19,109",0,"549,305,000"
2017,경북,안동시,경북,경상북도립안동도서관용상분관,경상북도 안동시 경동로 884-8 . 경상북도립안동도서관 용상분관 (용상동),054-821-5491,19990101,"2,671","2,077",2,0,"87,700",418,"60,911","61,055","49,014",700,0,0,0,"82,173","5,527",173,"4,309","80,759",429,985,"2,557","3,937","1,654","9,840","5,530","5,317","3,191","3,225","40,045","6,877",0,"180,719,000"
2017,경북,안동시,경북,경상북도립안동도서관풍산분관,경상북도 안동시 풍산읍 하리들길 22 . 안동도서관풍산분관 (풍산읍),054-858-7603,19920814,"2,800","1,333",1,0,"88,647",350,"51,152","66,968","26,539",0,0,0,0,"85,063","3,584",134,"1,590","84,613",122,328,"3,160","4,261","2,047","10,944","5,985","5,926","3,352","2,805","39,961","6,622",0,"156,924,000"
2017,경북,상주시,경북,경상북도립상주도서관,경상북도 상주시 상서문1길 127 (남성동),054-530-6300,19870716,"7,628","3,898",1,1,"246,992","1,208","400,314","364,275","248,100","13,000",1,"9,556","28,143","228,000","18,992",420,"4,685","226,144",935,921,"6,965","10,671","7,406","30,964","15,176","17,349","10,534","9,278","99,622","20,035",0,"819,342,000"
2017,경북,상주시,경북,경상북도립상주도서관화령분관,경상북도 상주시 화서면 중화로 2193 (화서면.상주도서관화령분관),054-532-4754,19921223,"1,040",774,1,0,"75,081",290,"43,349","35,383","34,258","2,160",0,0,0,"70,967","4,114",35,"3,313","70,883",0,84,"2,230","3,154","1,951","8,419","4,616","4,830","3,324","2,459","33,946","6,038",0,"216,778,000"
2017,경북,포항시,포항,경상북도립영일공공도서관,경상북도 포항시 북구 흥해읍 흥해로 101 (흥해읍.영일공공도서관),054-261-8856,19901109,"2,143","1,086",1,0,"99,668",300,"132,731","124,962","93,013",497,0,0,0,"90,871","8,797",145,"2,341","90,871",0,0,"2,947","4,863","2,301","12,876","5,825","5,397","4,106","2,297","42,770","7,489",0,"236,642,000"
2017,경북,경주시,경주,경상북도립외동공공도서관,경상북도 경주시 외동읍 입실로 98 (외동읍),054-776-6960,19880420,"2,121",938,1,1,"104,006",300,"39,722","23,336","30,429",378,0,0,0,"96,102","7,904",71,"3,440","96,102",0,0,"3,004","4,738","2,021","11,578","6,755","6,032","5,329","2,976","45,314","8,355",0,"159,519,000"
2017,경북,영주시,영주,경상북도립영주공공도서관,경상북도 영주시 중앙로 7 (가흥동),054-631-8140,19831222,"5,112","1,807",1,0,"104,809",582,"259,286","96,417","97,748",350,1,"3,169","8,598","100,736","4,073",388,"3,888","100,211",0,525,"2,985","4,229","2,171","14,782","6,316","7,223","5,453","3,643","44,297","9,637",0,"1,191,904,000"
