gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
서초구,방배동,폴라씨엘로,방배동 840-4 폴라씨엘로,172.99,2015,201706,6,178000,3396,37.4915487,126.99466340000001
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,114.94,2003,201706,2,88700,2547,37.4727041,126.98401559999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),114.18,2004,201706,19,108000,3121,37.4776829,127.0051216
서초구,방배동,방배롯데캐슬로제,방배동 849-30 방배롯데캐슬로제,204.41,2009,201706,2,197000,3180,37.4901852,126.99480259999999
서초구,방배동,경남,방배동 1028-1 경남,103.09,1980,201706,9,117000,3745,37.476563,126.9997282
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201706,9,81500,3167,37.479547700000005,126.9938793
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,95.66,2006,201706,8,92000,3174,37.496953999999995,126.9843021
서초구,방배동,경남,방배동 1028-1 경남,105.47,1980,201706,6,118000,3692,37.476563,126.9997282
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,102.93,2005,201706,5,87200,2796,37.4750559,126.9904733
서초구,방배동,삼호2,방배동 758-4 삼호2,131.41,1976,201706,3,94900,2383,37.496539,126.98739199999999
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,60.12,2007,201706,4,49000,2690,37.4831555,126.99528529999999
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,84.91,2003,201706,1,75500,2934,37.4727041,126.98401559999999
서초구,방배동,방배신삼호,방배동 725 방배신삼호,164.55,1983,201706,4,164000,3289,37.4971521,126.9897344
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,134.04,2004,201706,22,131300,3233,37.4976331,126.98804309999998
서초구,방배동,경남,방배동 1028-1 경남,106.58,1980,201706,1,115000,3561,37.476563,126.9997282
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201706,4,133000,5165,37.483911600000006,126.99832659999998
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9902,2013,201706,4,93800,5160,37.4836297,126.9844447
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201706,2,175000,3114,37.4971521,126.9897344
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201706,3,74000,3000,37.4952327,126.98710890000001
서초구,방배동,삼익,방배동 1018-1 삼익,89.12,1982,201706,11,88000,3259,37.4788826,127.00159790000001
서초구,방배동,방배임광,방배동 1010-1 방배임광,44.61,1988,201706,8,48000,3551,37.4763263,127.0033301
서초구,방배동,방배대우(562-1),방배동 562-1 방배대우(562-1),84.55,1992,201706,6,65000,2537,37.4762068,126.99097409999999
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201706,1,113000,4389,37.483911600000006,126.99832659999998
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201706,7,114000,4429,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201706,4,116000,4507,37.4836297,126.9844447
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,59.9,2003,201706,1,69000,3801,37.4727041,126.98401559999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),114.09,2004,201706,16,113000,3268,37.4776829,127.0051216
서초구,방배동,미래푸메,방배동 915-16 미래푸메,128.11,2006,201706,6,93000,2396,37.4810653,126.994602
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201706,11,80000,3108,37.4835259,126.99193259999998
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,164.46,2010,201706,8,205000,4113,37.483911600000006,126.99832659999998
서초구,방배동,프리우스,방배동 846-1 프리우스,75.32,2004,201706,3,75000,3286,37.49194489999999,126.9969466
서초구,방배동,방배신삼호,방배동 725 방배신삼호,164.97,1983,201706,7,168000,3361,37.4971521,126.9897344
서초구,방배동,방배임광,방배동 1010-1 방배임광,51.84,1988,201706,9,58000,3692,37.4763263,127.0033301
서초구,방배동,방배신삼호,방배동 725 방배신삼호,164.97,1983,201706,2,160000,3201,37.4971521,126.9897344
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6576,2013,201706,16,138800,3765,37.4836297,126.9844447
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,121.48,2010,201706,1,135000,3667,37.483911600000006,126.99832659999998
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,116.13,1975,201706,2,99200,2819,37.4952327,126.98710890000001
서초구,방배동,방배임광,방배동 1010-1 방배임광,82.34,1988,201706,5,79500,3186,37.4763263,127.0033301
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201706,6,130000,5049,37.483911600000006,126.99832659999998
서초구,방배동,방배아이파크,방배동 3277 방배아이파크,84.32,2006,201706,10,96500,3777,37.4916194,126.98484690000001
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.96,2005,201706,21,110000,2690,37.4750559,126.9904733
서초구,방배동,방배신삼호,방배동 725 방배신삼호,105.04,1983,201706,8,119000,3739,37.4971521,126.9897344
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201706,13,79900,3104,37.4835259,126.99193259999998
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201706,4,109000,2410,37.4977917,126.9845385
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,95.66,2006,201706,14,94000,3243,37.496953999999995,126.9843021
서초구,방배동,신동아,방배동 988-1 신동아,175.04,1982,201706,3,180000,3394,37.4808718,127.0009508
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,121.48,2010,201706,2,158000,4292,37.483911600000006,126.99832659999998
서초구,방배동,필그린빌라,방배동 846-5 필그린빌라,233.55,1994,201706,2,164500,2324,37.4920747,126.99756200000002
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201706,3,80000,3109,37.479547700000005,126.9938793
서초구,방배동,방배대우(562-1),방배동 562-1 방배대우(562-1),84.91,1992,201706,6,68500,2662,37.4762068,126.99097409999999
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201706,8,31800,3545,37.4860524,126.9842059
서초구,방배동,방배아이파크,방배동 3277 방배아이파크,125.58,2006,201706,6,119000,3127,37.4916194,126.98484690000001
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,114.94,2003,201706,7,93000,2670,37.4727041,126.98401559999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6576,2013,201706,6,142000,3852,37.4836297,126.9844447
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,114.78,1999,201706,3,123200,3542,37.488453299999996,126.98390249999999
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.93,1992,201706,1,75000,2914,37.479547700000005,126.9938793
서초구,방배동,대림e-편한세상1,방배동 884-21 대림e-편한세상1,164.25,2003,201706,8,156000,3134,37.4877079,126.9989625
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201706,11,110000,2851,37.4776829,127.0051216
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,147.26,2001,201706,3,134000,3003,37.4901591,126.9839318
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,51.35,2007,201707,4,37700,2423,37.4831555,126.99528529999999
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201707,6,34000,3791,37.4860524,126.9842059
서초구,방배동,방배임광,방배동 1010-1 방배임광,65.85,1988,201707,8,68500,3433,37.4763263,127.0033301
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),174.5,2004,201707,11,139000,2629,37.4776829,127.0051216
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201707,21,120000,3103,37.4776829,127.0051216
서초구,방배동,방배우성,방배동 2525 방배우성,117.19,1991,201707,10,96700,2723,37.4744136,126.98258059999999
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,59.86,2001,201707,11,84000,4631,37.4901591,126.9839318
서초구,방배동,브라운스톤방배,방배동 899-16 브라운스톤방배,84.98,2005,201707,2,92000,3573,37.4868074,126.99513629999998
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201707,1,171000,3043,37.4971521,126.9897344
서초구,방배동,방배임광,방배동 1010-1 방배임광,82.34,1988,201707,3,82000,3286,37.4763263,127.0033301
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.93,1992,201707,3,80500,3128,37.479547700000005,126.9938793
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201707,22,117000,3033,37.4776829,127.0051216
서초구,방배동,방배디오슈페리움Ⅰ,방배동 3001-2 방배디오슈페리움Ⅰ,84.46,2006,201707,5,74500,2911,37.485996,126.9830649
서초구,방배동,방배롯데캐슬로제,방배동 849-30 방배롯데캐슬로제,204.41,2009,201707,4,215000,3471,37.4901852,126.99480259999999
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,95.66,2006,201707,12,93765,3235,37.496953999999995,126.9843021
서초구,방배동,SK리더스뷰(파스텔시티),방배동 444-3 SK리더스뷰(파스텔시티),84.86,2006,201707,22,81500,3169,37.477695600000004,126.98223970000001
서초구,방배동,현대멤피스,방배동 772-13 현대멤피스,159.47,2001,201707,14,135000,2794,37.4951958,126.98834769999999
서초구,방배동,방배임광,방배동 1010-1 방배임광,79.8,1988,201707,5,80400,3325,37.4763263,127.0033301
서초구,방배동,방배임광,방배동 1010-1 방배임광,67.47,1988,201707,6,70000,3424,37.4763263,127.0033301
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,148.9,2006,201707,4,116500,2582,37.496953999999995,126.9843021
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,56.97,2007,201707,4,53000,3070,37.4831555,126.99528529999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6356,2013,201707,2,134000,3635,37.4836297,126.9844447
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201707,3,79000,4349,37.488453299999996,126.98390249999999
서초구,방배동,방배롯데캐슬로제,방배동 849-30 방배롯데캐슬로제,172.27,2009,201707,7,190000,3640,37.4901852,126.99480259999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,147.7221,2013,201707,3,155000,3463,37.4836297,126.9844447
서초구,방배동,삼호한숲,방배동 1030-1 삼호한숲,59.98,1998,201707,8,66000,3631,37.477767,126.9989307
서초구,방배동,삼호한숲,방배동 1030-1 삼호한숲,84.87,1998,201707,7,80000,3111,37.477767,126.9989307
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,84.94,2001,201707,5,99000,3846,37.4901591,126.9839318
서초구,방배동,금강프리빌,방배동 940-8 금강프리빌,93.07,2001,201707,8,91000,3227,37.485964200000005,126.9912479
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,17,125000,4858,37.4836297,126.9844447
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,60.12,2007,201707,4,49000,2690,37.4831555,126.99528529999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201707,21,122500,3168,37.4776829,127.0051216
서초구,방배동,방배우성,방배동 2525 방배우성,80.2,1991,201707,6,84500,3477,37.4744136,126.98258059999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201707,18,119000,4624,37.4836297,126.9844447
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),105.63,2004,201707,18,110000,3437,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201707,10,124500,4837,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6576,2013,201707,10,144500,3920,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,147.7221,2013,201707,14,166500,3719,37.4836297,126.9844447
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,168.81,2006,201707,4,115000,2248,37.496953999999995,126.9843021
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201707,9,129500,3725,37.4901591,126.9839318
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,134.76,1999,201707,12,141000,3453,37.488453299999996,126.98390249999999
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,164.46,2010,201707,1,188000,3772,37.483911600000006,126.99832659999998
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201707,5,33800,3768,37.4860524,126.9842059
서초구,방배동,신동아,방배동 988-1 신동아,105.86,1981,201707,14,110000,3429,37.4808718,127.0009508
서초구,방배동,대림e-편한세상1,방배동 884-21 대림e-편한세상1,164.38,2003,201707,13,168000,3373,37.4877079,126.9989625
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201707,3,80000,3109,37.479547700000005,126.9938793
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201707,12,85000,3303,37.479547700000005,126.9938793
서초구,방배동,신동아,방배동 988-1 신동아,175.04,1982,201707,6,182500,3441,37.4808718,127.0009508
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,15,132000,5130,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,17,118600,4609,37.4836297,126.9844447
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201707,21,125000,3233,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201707,9,127000,4935,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,12,125000,4858,37.4836297,126.9844447
서초구,방배동,방배아이파크,방배동 3277 방배아이파크,125.58,2006,201707,9,121000,3180,37.4916194,126.98484690000001
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201707,4,83500,3245,37.479547700000005,126.9938793
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201707,2,182000,3238,37.4971521,126.9897344
서초구,방배동,금강프리빌,방배동 940-8 금강프리빌,81.73,2001,201707,3,57000,2301,37.485964200000005,126.9912479
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,124.569,2004,201707,6,110000,2914,37.4977917,126.9845385
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),163.31,2004,201707,19,135000,2728,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,147.7221,2013,201707,9,165000,3686,37.4836297,126.9844447
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201707,7,134000,5204,37.483911600000006,126.99832659999998
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201707,3,80000,3108,37.4835259,126.99193259999998
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,2,115000,4469,37.4836297,126.9844447
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,80.33,1975,201707,8,83000,3410,37.4952327,126.98710890000001
서초구,방배동,롯데캐슬파크(40),방배동 888-40 롯데캐슬파크(40),244.92,2003,201707,3,190000,2560,37.4860212,126.9996443
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,37.67,2005,201707,16,43000,3767,37.4860524,126.9842059
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201707,12,35900,4002,37.4860524,126.9842059
서초구,방배동,신원아침도시,방배동 987-6 신원아침도시,156.406,2004,201707,6,89000,1878,37.4800891,127.0003611
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,5,123000,4780,37.4836297,126.9844447
서초구,방배동,네스코뮤즈빌(A),방배동 971-8 네스코뮤즈빌(A),138.34,2003,201707,4,82000,1956,37.480724,126.988222
서초구,방배동,방배신삼호,방배동 725 방배신삼호,164.97,1983,201707,11,172000,3441,37.4971521,126.9897344
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,84.83,2007,201707,3,64000,2490,37.4831555,126.99528529999999
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201707,6,35000,3902,37.4860524,126.9842059
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6356,2013,201707,16,145000,3934,37.4836297,126.9844447
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201707,18,119500,2643,37.4977917,126.9845385
서초구,방배동,삼호2,방배동 758-4 삼호2,131.41,1976,201707,8,110000,2762,37.496539,126.98739199999999
서초구,방배동,방배우성,방배동 2525 방배우성,84.95,1991,201707,1,84500,3283,37.4744136,126.98258059999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201707,16,129500,5033,37.4836297,126.9844447
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,108.28,2010,201707,1,145000,4419,37.483911600000006,126.99832659999998
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,124.67,2006,201707,3,96500,2554,37.4835259,126.99193259999998
서초구,방배동,방배임광,방배동 1010-1 방배임광,82.34,1988,201707,3,80000,3206,37.4763263,127.0033301
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),163.31,2004,201707,13,140000,2829,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,147.7221,2013,201707,3,160000,3574,37.4836297,126.9844447
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,84.83,2007,201707,6,65000,2529,37.4831555,126.99528529999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201707,1,108000,2799,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6356,2013,201707,11,150000,4070,37.4836297,126.9844447
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.96,2005,201707,21,115000,2812,37.4750559,126.9904733
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6576,2013,201707,6,149500,4055,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6576,2013,201707,5,142500,3865,37.4836297,126.9844447
서초구,방배동,방배신삼호,방배동 725 방배신삼호,164.55,1983,201707,10,170000,3409,37.4971521,126.9897344
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.36,2005,201707,13,106000,2603,37.4750559,126.9904733
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,124.569,2004,201707,14,107000,2835,37.4977917,126.9845385
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,102.93,2005,201708,4,89000,2853,37.4750559,126.9904733
서초구,방배동,방배우성,방배동 2525 방배우성,117.19,1991,201708,11,115000,3238,37.4744136,126.98258059999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201708,1,76000,4184,37.488453299999996,126.98390249999999
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,56.97,2007,201708,4,53000,3070,37.4831555,126.99528529999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201708,6,123000,4779,37.4836297,126.9844447
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201708,1,75500,4157,37.488453299999996,126.98390249999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201708,8,82000,4515,37.488453299999996,126.98390249999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9742,2013,201708,5,101000,5557,37.4836297,126.9844447
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,59.9,2003,201708,7,74500,4104,37.4727041,126.98401559999999
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,84.83,2007,201708,3,62000,2412,37.4831555,126.99528529999999
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,103.7,2006,201708,10,95200,3030,37.496953999999995,126.9843021
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201708,15,124000,3214,37.4776829,127.0051216
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,84.94,2001,201708,13,105000,4079,37.4901591,126.9839318
서초구,방배동,리첸시아 방배,방배동 755-14 리첸시아 방배,137.33,2010,201708,8,104000,2499,37.4972935,126.98570079999999
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201708,5,135000,3883,37.4901591,126.9839318
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.96,2005,201708,20,108000,2641,37.4750559,126.9904733
서초구,방배동,리첸시아 방배,방배동 755-14 리첸시아 방배,261.92,2010,201708,12,296000,3729,37.4972935,126.98570079999999
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,169.08,2006,201708,23,120000,2342,37.496953999999995,126.9843021
서초구,방배동,방배신삼호,방배동 725 방배신삼호,105.04,1983,201708,3,120000,3770,37.4971521,126.9897344
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,124.27,2006,201708,9,120000,3187,37.496953999999995,126.9843021
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,134.04,2004,201708,5,140000,3447,37.4976331,126.98804309999998
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,169.08,2006,201708,25,119000,2323,37.496953999999995,126.9843021
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201708,10,133500,5185,37.483911600000006,126.99832659999998
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201708,10,87000,3381,37.479547700000005,126.9938793
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.97399999999998,2013,201708,5,130000,5049,37.4836297,126.9844447
서초구,방배동,삼호3,방배동 757-3 삼호3,181.6,1976,201708,3,120000,2181,37.4974479,126.9868947
서초구,방배동,삼호2,방배동 758-4 삼호2,177.52,1976,201708,4,130000,2417,37.496539,126.98739199999999
서초구,방배동,방배아크로타워,방배동 923-6 방배아크로타워,75.26,2007,201708,7,59800,2622,37.4831555,126.99528529999999
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201708,6,135000,5243,37.483911600000006,126.99832659999998
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,164.46,2010,201708,3,195000,3913,37.483911600000006,126.99832659999998
서초구,방배동,삼호2,방배동 758-4 삼호2,131.41,1976,201708,7,105000,2637,37.496539,126.98739199999999
서초구,방배동,네스코뮤즈빌(A),방배동 971-8 네스코뮤즈빌(A),138.34,2003,201708,3,86800,2071,37.480724,126.988222
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9742,2013,201708,12,105000,5777,37.4836297,126.9844447
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201708,14,131500,5109,37.4836297,126.9844447
서초구,방배동,삼호2,방배동 758-4 삼호2,127.94,1976,201708,10,110000,2837,37.496539,126.98739199999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201708,8,114000,2955,37.4776829,127.0051216
서초구,방배동,방배디오슈페리움Ⅰ,방배동 3001-2 방배디오슈페리움Ⅰ,84.46,2006,201708,15,78000,3048,37.485996,126.9830649
서초구,방배동,신동아,방배동 988-1 신동아,139.74,1981,201708,12,142000,3353,37.4808718,127.0009508
서초구,방배동,삼호한숲,방배동 1030-1 삼호한숲,84.87,1998,201708,7,79500,3091,37.477767,126.9989307
서초구,방배동,방배롯데캐슬로제,방배동 849-30 방배롯데캐슬로제,204.41,2009,201708,7,229000,3697,37.4901852,126.99480259999999
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201708,6,120000,3111,37.4776829,127.0051216
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.92,1992,201708,7,88300,3431,37.479547700000005,126.9938793
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,148.56,2010,201708,4,182000,4043,37.483911600000006,126.99832659999998
서초구,방배동,영진,방배동 836-4 영진,104.98,1998,201708,1,75000,2358,37.490268900000004,126.9913105
서초구,방배동,삼익,방배동 1018-1 삼익,89.12,1982,201708,11,88500,3277,37.4788826,127.00159790000001
서초구,방배동,신동아,방배동 988-1 신동아,102.65,1982,201708,10,112000,3601,37.4808718,127.0009508
서초구,방배동,방배임광,방배동 1010-1 방배임광,44.61,1988,201708,4,50000,3699,37.4763263,127.0033301
서초구,방배동,삼호2,방배동 758-4 삼호2,177.52,1976,201708,7,130000,2417,37.496539,126.98739199999999
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,124.67,2006,201708,7,98000,2594,37.4835259,126.99193259999998
서초구,방배동,삼익,방배동 1018-1 삼익,151.54,1981,201708,4,134000,2918,37.4788826,127.00159790000001
서초구,방배동,방배3차 e-편한세상,방배동 797-30 방배3차 e-편한세상,198.5315,2006,201708,1,198250,3295,37.494327500000004,126.99175149999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201708,20,100000,3884,37.488453299999996,126.98390249999999
서초구,방배동,방배3차 e-편한세상,방배동 797-30 방배3차 e-편한세상,198.5315,2006,201709,15,250000,4156,37.494327500000004,126.99175149999999
서초구,방배동,디오수페리움2,방배동 3001-1 디오수페리움2,84.94,2006,201709,12,74000,2875,37.48607020000001,126.9826358
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201709,3,188000,3345,37.4971521,126.9897344
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,114.94,2003,201709,5,97000,2785,37.4727041,126.98401559999999
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,114.94,2003,201709,2,93000,2670,37.4727041,126.98401559999999
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,59.9,2003,201709,2,73000,4022,37.4727041,126.98401559999999
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201709,2,125000,3595,37.4901591,126.9839318
서초구,방배동,상지리츠빌8차,방배동 1-35 상지리츠빌8차,125.84,2005,201709,5,135000,3540,37.495555200000005,126.99351940000001
서초구,방배동,삼익,방배동 1018-1 삼익,88.26,1981,201709,5,88800,3320,37.4788826,127.00159790000001
서초구,방배동,방배3차 e-편한세상,방배동 797-30 방배3차 e-편한세상,202.4635,2006,201709,4,228000,3716,37.494327500000004,126.99175149999999
